Order_Title,Details,Start_Time,Location
DBKL MENARA 3 (Arip),"11/4/2025 (JUMAAT)

Waktu makan: 8 pagi

100 pax

Set soto
Nasi impit 1/2
Bihun 1/2
Sup soto (ayam)
Cili kicap
Ayam cincang
Pelengkap rasa (kacang goreng, suun goreng, sayur-sayuran)
Bergedil
Rendang ayam pencen cili api - 3 ekor, potong kecil
Kuih 2 jenis
Teh tarik

Palas pulut hitam - 1kg RM 45
palas  biasa - 2kg RM86
palas jagung  - 1kg RM44

Pelayan - RM 100 (seorang)
Bayaran penuh selewat - lewatnya 3 hari SEBELUM majlis

*Zulja Quality Enterprise*
CIMB BANK
8000 828 762",2025-04-11T08:00:00+08:00,No Location
Dbkl dato bandar,"Tempahan Makanan Mesyuarat
Mesyuarat Jawatankuasa Pusat Setempat 2 (JKPS2) Bil. 13/2025
11.4.2025 Jumaat   9.00 pagi -1.00 petang
- Pengerusi : Pengarah Eksekutif (Perancangan)  

Minum Pagi  
Ready makanan 7.30 pagi
- Bihun Sup (ayam) & sambal kicap
- 1 jenis kuih 
- Buah-buahan
- Air Panas : Kopi O &  Teh Tarik

Makan Tengahari  
Ready makanan 11.30 pagi
Nasi beriani
Ayam masak merah
Daging masak hitam
Dalca sayur
Acar jelatah
Papedom
Buah
Minuman kordial
** Makan buffet 60 orang
** Makan hidang 4 orang",2025-04-11T10:30:00+08:00,No Location
Aunty aida - zaidol ( +60 13-265 2685 fatin / +60 19-316 6744 aunty aida),"Tarikh: 12/4/2025
Time: 10 am dah siap hidang (makan awai)

Bawa meja buffet - warna soft pink

Address/location: 
8, jalan suadamai 2/2, bandar tun hussein onn, 43200 cheras selangor

Canopy:
1 arabian canopy (20x10ft) full set
- 2 tables + alas
- ⁠20 chairs + cover + ribbon
Tema warna: 

Tambahan meja petak
2 set meja + 8 kerusi

75 pax

Menu: 
1. Nasi putih
2. ⁠ayam goreng berempah
3. ⁠daging kari + kentang
4. ⁠sayur campur
5. ⁠ulam-ulaman
6. ⁠sambal belacan
7. ⁠buah potong
8. ⁠air sirap
9. ⁠teh tarik

Pelayan 1 - RM 100


Bayaran penuh selewat - lewatnya 3 hari SEBELUM majlis

*Zulja Quality Enterprise*
CIMB BANK
8000 828 762",2025-04-12T09:00:00+08:00,"8, jalan suadamai 2/2, bandar tun hussein onn, 43200 cheras selangor"
Kak liza tok midin..santo dan zaidul,"60 org

Meja bulat 7 set
Warna hijau lembut

Nasi putih
Paru goreng cili
Ayam msk merah - thigh dan paha sahaja

Sambal kerang
Msk lemak pucuk ubi
Ikan kembung goreng taucu
Ulam2 (timun/kcg botol/daun selon)
Sambal belacan

Lemang
Kuah kcg
Rendang daging
(👆ini semua utk 30 org)

Mihun sup
Begedil kecik2

Buah pisang

Karamel (60bj)

Air soda laici - warna biru, pakai laici kordial je
Teh tarik",2025-04-13T09:00:00+08:00,No Location
Order rendang wan eizzul,"
Rendang ayam - 2 ekor",2025-04-13T15:30:00+08:00,No Location
Fida brickfields,"Tarikh : 14.4.2025 @ ISNIN
Jam : 0930 pagi dah ada kat dia
lokasi : Bahagian Siasatan Jenayah IPD Brickfields

Guna pinggan pakai buang

Guna pinggan pakai buang

100 pax 

Nasi beriani 
Kari kambing
Ayam masak merah
Papadom


Termasuk transport

Lauk nanti kite masuk bekas macam tuppaware, nasi dalam tong juga kak. Supaya time makan tu still panas juga",2025-04-14T08:30:00+08:00,No Location
Masliza (zaidul),"Nama: PUAN MASLIZA

Tarikh: 15/4/2025

Alamat: BILIK SEMINAR 2, JABATAN RADIOTERAPI DAN ONKOLOGI, BANDAR TUN RAZAK CHERAS

Waktu makan : 12pm

70 PAX

Pelayan - 1

MENU: 

Nasi Daging
Daging rebus
Air asam
ayam goreng berempah 
Dalca sayur
Buah-buahan
Minuman kordial
Teh tarik",2025-04-15T10:00:00+08:00,No Location
Dbkl dato bandar,"*Tempahan Makanan Mesyuarat*
*Mesyuarat Jawatankuasa Pusat Setempat 1 (JKPS1) Bil. 13/2025*
- *15/4/2025(Selasa)*
- *Jam 10.30 pagi - 1.00 tengah hari*
- *Chair :DATUK BANDAR*
-*Bilik Putra, Tingkat 29, Menara DBKL 1*

*Makan Pagi*
-70 pax
*Rate RM15.00*
-*Ready makanan Jam 9.00 pagi*

*Makanan*
- Nasi Impit + kuah lodeh
- ⁠Paru goreng
- Kuih Muih
- Titbids (mix nuts)

*(3 hidangan) untuk Datuk Bandar makan di bilik DB tingkat 28 - hidang selewat-lewatnya jam 9.00am*
*(67 pack food susunkan dan hidang terus atas meja meeting sama macam makan pagi selalu buat tu)*
*(sekiranya ada lebih yang tidak muat, boleh letakkan di meja ruang legar tingkat 29)*

*Minuman Panas*
teh tarik & kopi O
(hidang minuman dlm bilik meeting dan sekiranya tidak muat, boleh letakkan di meja ruang legar tkt 29)
-letakkan juga krimer paket hidang di meja ruang legar tkt 29
-Air masak untuk 50 orang – hidang proper menggunakan jug kaca atau lain2 yang bersesuaian bersama gelas dan hidang dalam bilik meeting

(Untuk thermos yg letak di ruang legar sediakan paper cup)

*Bawa 2 buah jug untuk isi air masak bersama-sama 1 GELAS UNTUK DATUK BANDAR dan letakkan dalam bilik mesyuarat putra*

Makanan Tengah hari
*Rate RM25.00*
-*Ready makanan Jam 11.00 tengah hari*

- bihun goreng
- Lemang + rendang daging
- ⁠Buah tembikai

*(3 hidangan) untuk Datuk Bandar makan di bilik DB tingkat 28 - hidang selewat-lewatnya jam 11.00am*
*(57 pack food dan 40 air kotak susunkan dan letakkan di meja ruang legar tingkat 29)*
*(10 hidangan dengan dome : makanan hidangan buatkan set RM20.00 (adjust lauk tu jadikan harga rm20) dan RM5.00 caj untuk dome (total RM25.00) - hidang di bilik jamuan tingkat 29)*

Jumlah keseluruhan makan adalah untuk *70 orang (3 hidang DB + 10 hidang dome + 57 pack food)*

-Air kordial sejuk & Air Masak - *(untuk 10 orang dalam bilik jamuan tkt 29)*
-Air kotak - *(untuk 57 orang pack food)*

***JANGAN bungkus makanan menggunakan bekas atau pembungkus plastic (rujuk seperti arahan Datuk Bandar terkini)*

** List makanan di atas boleh diubah mengikut kesesuaian budget dan pihak katering sendiri.",2025-04-15T21:00:00+08:00,No Location
Kak yah   012-933 2587    ( zaidul),"Meja buffet satu 
Meja bulat 3
Kerusi 18
Warna purple muda 
RM 180.00

150 org 11.00 pagi
MENU 1
01. Nasi tomato
02. Ayam merah
03. Dalca daging
04. Acar
05. Buah
06. Air sirap
Rm 13.00 x 150 = rm 1950.00

07. Bubur kacang hijau = rm 3.00
08. Bihun sup utara = rm 8.00

Waiter satu rm 100.00

JUMLAH RM 2230.00
",2025-04-15T23:00:00+08:00,No 30 Jalan Mutiara 3/3 Taman Selayang Mutiara 68100 Batu Caves Selangor Darul Ehsan
Jumpa kak liza tok midin @ denai alam,No Details,2025-04-16T00:00:00+08:00,No Location
Meeting with dayabersih,No Details,2025-04-16T08:00:00+08:00,No Location
NEKMAT - AYU (raju dan zaidul),"17HB April , 2025 (Khamis)

10 pagi dah siap hidang

Pakai barang pakai buang


80 Pax
Nasi Putih
Daging Belengas
Ayam masak lemak kentang
Sayur Jawa
Ulam-ulaman
Sambal Belacan
Buah-buahan
Teh Tarik
Air mineral baby

Pelayan - 2 orang",2025-04-17T10:00:00+08:00,PASAR BORONG KL
Rendang daging 2 kg,No Details,2025-04-17T19:30:00+08:00,No Location
Nota aisyah,"Hantar ketupat madam zeti
Hantar ketupat aishah 1/8
",2025-04-17T22:30:00+08:00,No Location
Ma Zawawi 0 19-292 9010,"Jamuan raya Jabatan Oftalmologi 
Tarikh : 18/04/25
Masa : 12 tengahari 
Tempat : Ruang legar belakang wad 6B
Menu : rendang ayam 4 ekor ",2025-04-18T06:00:00+08:00,Ruang legar belakang wad 6B
Rosmaliza hosp selayang ( Santo),"70 buffet + 15 packed

Pelayan - 1
Nak meja buffet

Nama: Fatin Liyana
Lokasi:Kompleks Rawatan Harian 
Waktu makan: 10.00am-4.00pm

70 pax - buffet

SET RAYA 2
Nasi Beriani + 15
Ayam masak merah + 15 
Dalca sayur + 15
Buah-buahan
Minuman kordial
Teh tarik

Nasi impit
Kuah kacang
Rendang daging

",2025-04-18T10:00:00+08:00,Kompleks rawatan harian hosp selayang
DBKL OSC,"Tempahan Makanan Mesyuarat
Mesyuarat Jawatankuasa Pusat Setempat 2 (JKPS2) Bil. 14/2025
18.4.2025 Jumaat   3.00 petang - 5.30 petang
- Pengerusi : Pengarah Eksekutif (Perancangan)  

Minum Petang
Ready makanan 2.00 petang
- Kuey teow goreng 
-  Telur mata + Sambal
 - Buah-buahan
- Air kotak

** Makan bungkus 60 pax",2025-04-18T12:00:00+08:00,No Location
Nekmat ( zaidul dan Raju),"18hb April (Jumaat)
8 pagi dah siap (majlis mula awai)

Pakai barang pakai buang

100 pax

Nasi Putih - 50 orang
Nasi Minyak 
Ayam Masak Merah
Ayam Rendang Hijau (Style Nogori)
Daging Gulai Kawah
Daging Masak Hitam
Acar jelatah
Sambal belacan
Buah tembikai
Nescafe tarik kaw
Teh tarik kaw

Nasi Impit
Kuah Lodeh
Kuah Kacang

Ketupat Palas - 6kg SIAP KUKUS

Pelayan 2 orang
",2025-04-18T12:30:00+08:00,PASAR BORONG KL
Kak farah kg melayu kepong (zaidul dan rosid),"10 pagi dah kena siap
6 petang habis

Meja buffet - 10 keping
Kendi - 10
Bawak extend wire panjang extra - 2
Lilin pemanas kuah
Tray extra - 3
Mangkuk besar extra - 1

1 khemah scallop light purple
4 meja 10, 5 meja 8
Set meja dari orang khemah

Kipas air (stand) - 2
Aircooler - 2

Pax : 200 

Nasi putih + 30
Daging masak lemak cili api kentang + 30
Ayam masak bali + 30
Tempe jawa
Ulam - salad, timun, ulam raja sikit
Sambal belacan
Ikan masin
Buah tembikai
Ayaq sirap sarbat selasih (letak dalam balang)
Teh tarik - 2 tong
Teh o - 2 tong

Nasi impit
Lontong / kuah lodeh
Sambal ikan bilis
Kicap 2 botol - FOC

Tambahan
Mee/bihun kari - 100 org (setengah mee, setengah bihun)
Rendang ayam - 120 pax (50 asingkan untuk petang - anak yatim)
Bihun sup ayam - 100 pax

Pelayan - 2

Peralatan: 

1. Khemah set A - 1 
- 4 meja (10 seater)

2. Tambahan meja - set a - 5 set (org khemah)

3. Kipas air (stand)  - 2 (org khemah)
4. ⁠Air cooler - 2 

*bawak wire panjang extra, plug point jauh sikit
",2025-04-19T10:00:00+08:00,No Location
Azman ( Hanafi ),"Nama: EN AZMAN
No telefon: +60 12-314 7544
Tarikh : 19 April 2025
Waktu makan: 12 PM
Alamat: Lot 9836 jalan 6/1 Kampung Melayu Kepong Kuala Lumpur

Jumlah jemputan : 100 ORANG

MENU:
1) NASI BERIANI
2) AYAM MASAK MERAH
3) JELATAH
RM 11/pax
RM 11 x 100 = RM1,100.00

KAMBING KARI + KENTANG
RM 1700

MEE KARI - 63 ORANG
RM 8/pax
RM 500.00

Pelayan - 1 
RM 100

TERMASUK:
- PINGGAN MELAMINE, SUDU, GARFU UNTUK 100 ORANG
- ⁠MANGKUK, SUDU DAN GARFU PAKAI BUANG UNTUK SET MEE KARI
- ⁠TISU
- ⁠SENDUK DAN PERKAKAS KEPERLUAN HIDANGAN MAKANAN
- ⁠MEJA BUFFET - 1 SET

#REQUEST: 
1)PINJAM TONG AIR BESAR - 1 PCS
2)KENDI - 4 SET

TOTAL: RM 1100 + RM 1700 + RM 500 + RM 100 = RM 3,400.00 
* HARGA TERTERA TIDAK TERMASUK KIRAAN HARGA UNTUK KANOPI",2025-04-19T11:00:00+08:00,Lot 9836 jalan 6/1 Kampung Melayu Kepong Kuala lumpu
Haji paden (Raju dan10 org dah Oder ),"2 khemah RM 1000.00
( CANOPY PACKAGE B )
1 Set Canopy Arabian Size (20ft❌20ft) *(WITH SCALLOP)*
- 5 Round Table (4ft)
- 40 Units Plastic Chair (With Chair Cover)
- 1 Unit Ceiling Fan 
- 2 Units Led Bulb 
- 1 Buffet Table

RM 1700.00 ( 30 meja dlm dewan)
Satu set meja bulat 8 org duduk siap sarung
01. Meja bulat
02. Alas meja bulat (Damas putih)
03. Top ikut warna
04. Kerusi plastik 8
05.Sarung kerusi putih
06. Reben ikut tema warna
40 Meja bulat ( 8 org) 
Ada partition dlm dewan 
Dome  3
Meja Pengantin atas Pentas 4 segi besar 
Scallop:Top dan Reben:*Baby Blue*

1000 org 11.00 pagi
*Menu* 👇
1) Nasi Putih
2) Nasi Minyak
3) Ayam Masak Merah
4) Daging Hitam
5) Dalca tetel
6) Acar Buah
7) Pajeri Nenas
8) Ikan Masin
9) Ulam Sambal Belacan
10) Buah buahan
11) Minuman Sirap Oren 
12) Teh Tarik
13) Bubur Kacang
RM 19.00 

RM 19,000.00 (MAKANAN)
RM. 1.000.00 (KHEMAH)
RM  1,700.00 ( 30 MEJA DLM DEWAN)
RM 21,700.00 (JUMLAH)",2025-04-19T11:00:00+08:00,Masjid Abdul Rahman Bin Auf KL*
Masjid bidara,"200 org

Nasi putih
Kari daging + kentang",2025-04-19T11:30:00+08:00,No Location
Cust nurul ashikin ( Santo dan josim ),"Bawa meja buffet sahaja - warna cream

150 ORANG
NASI BERIANI
AYAM GORENG BEREMPAH
DAGING MASAK HITAM
ACAR BUAH
BUAH POTONG
AIR SIRAP LIMAU

TEH TARIK - 100
NESCAFE TARIK - 100

50 ORANG
LEMANG
RENDANG DAGING


MEJA BUFFET - 1 SET (WARNA CREAM)
PELAYAN - 2 ORANG",2025-04-19T22:30:00+08:00,No Location
Habibah,"25 orang

1. Tarikh  : 20hb April 2025
2. Time: 10 pagi
3. Alamat: no.96 jalan Bidara 2/2

Masuk dalam bekas pakai buang je

Nasi tomato
Ayam merah
Acar jelatah
RM 12/pax


",2025-04-20T10:00:00+08:00,No Location
Kak yah   012-933 2587    ( zaidul),"Meja buffet satu 
Meja bulat 3
Kerusi 18
Warna purple muda 
RM 180.00

150 org 11.00 pagi
MENU 1
01. Nasi tomato
02. Ayam merah
03. Dalca daging
04. Acar jelatah 
05. Buah
06. Air sirap
Rm 13.00 x 150 = rm 1950.00

07. Bihun sup utara 50 org = rm 400.00
08. Bubur kacang hijau 50 org = rm 150.00
09. Cendol ( balang) 100 org = rm 300.00
Waiter satu rm 100.00

JUMLAH RM 3080.00
Bayaran PENUH selewat - lewatnya 3 hari SEBELUM majlis 
Zulja Quality enterprise CIMB BANK 8000828762 ",2025-04-20T11:00:00+08:00,No 30 Jalan Mutiara 3/3 Taman Selayang Mutiara 68100 Batu Caves Selangor Darul Ehsan
FELCRA,"80 org
8 pagi (pukul 9 nak siap hidang)

Guna pinggan pakai buang

Menu 4
1. Nasi Tomato (Request)
2. ⁠Dalca
3. ⁠Ayam Masak Merah (Request)
4. ⁠Daging Masak Hitam
5. ⁠Jelatah
6. ⁠Buah
7. ⁠Air Sirap Limau
8. ⁠Cendol Balang (request)",2025-04-21T13:30:00+08:00,"Aras 2, wisma felcra"
Rendang daging 2 kg ,No Details,2025-04-21T15:30:00+08:00,No Location
Zu rumate - note aisyah,"Ketupat kukus - 4 kg
Rendang daging - 2 kg",2025-04-22T16:00:00+08:00,No Location
Dato bandar,"*Tempahan Makanan Mesyuarat*
*Mesyuarat Jawatankuasa Pusat Setempat 1 (JKPS1) Bil. 15/2025*
- *24/4/2025(Khamis)*
- *Jam 8 pagi - 12.00 tengah hari*
- *Chair :DATUK BANDAR*
-*Bilik Putra, Tingkat 29, Menara DBKL 1*

*Makan Pagi*
-70 pax
*Rate RM15.00*
-*Ready makanan Jam 8.30 pagi*

*Menu*
- Roti Jala
- ⁠Kari Ayam
- ⁠Kuih Muih
- ⁠Tidbits

*(70 pack food susunkan dan hidang terus atas meja meeting sama macam makan pagi selalu buat tu)*
*(sekiranya ada lebih yang tidak muat, boleh letakkan di meja ruang legar tingkat 29)*

*Minuman Panas*
teh tarik & kopi O
(hidang minuman dlm bilik meeting dan sekiranya tidak muat, boleh letakkan di meja ruang legar tkt 29)
-letakkan juga krimer paket hidang di meja ruang legar tkt 29
-Air masak untuk 70 orang – hidang proper menggunakan jug kaca atau lain2 yang bersesuaian bersama gelas dan hidang dalam bilik meeting

(Untuk thermos yg letak di ruang legar sediakan paper cup)

*Bawa 2 buah jug untuk isi air masak bersama-sama 1 GELAS UNTUK DATUK BANDAR dan letakkan dalam bilik mesyuarat putra*

*Makan Tengah hari*
-70 pax
*Rate RM25.00*
-*Ready makanan Jam 11.00 pagi*

*Menu*
- Nasi putih
- ⁠Ayam Masak Lemak Cili Padi
- ⁠Ikan goreng berlado
- ⁠Ulam + sambal belacan

*(60 pack food dan 60 air kotak susunkan dan letakkan di meja ruang legar tingkat 29)*
*(10 hidangan dengan dome : makanan hidangan buatkan set RM20.00 (adjust lauk tu jadikan harga rm20) dan RM5.00 caj untuk dome (total RM25.00) - hidang di bilik jamuan tingkat 29)*

Jumlah keseluruhan makan adalah untuk *70 orang (10 hidang dome + 60 pack food)*

-Air kordial sejuk & Air Masak - *(untuk 10 orang dalam bilik jamuan tkt 29)*
-Air kotak - *(untuk 60 orang pack food)*

***JANGAN bungkus makanan menggunakan bekas atau pembungkus plastic (rujuk seperti arahan Datuk Bandar terkini)*

** menu boleh diubah mengikut kesesuaian pihak caterer",2025-04-24T09:30:00+08:00,No Location
Diana hosp selayang (+60 14-713 2790),"Tarikh: 24/4/2025
Waktu makan : 10 pagi

Meja buffet lebihkan
Lapik damas + table runner warna cream/nude - 6 (sewa asing)

150 pax (140 biasa - 10 vege)

Nasi minyak 
Ayam masak merah
Daging masak hitam
Dalca
Papadom
Buah
Air sirap
Air oren
Teh tarik

Menu vege - 10 orang
Tempe sambal 
Bebola fake chicken masak hitam

Mihun sup 50 pax

Air cooler x 2

Transportation - FOC

Pramusaji x 2",2025-04-24T10:00:00+08:00,Wad 6c Hospital selayang ( tang mana yg ni penting )
Kak farah (office),"24/04/2025
Level 10, Annex Building,
Menara Takaful Malaysia.

BAWAK MEJA BUFFET
PAKAI PINGGAN BIASA

300 pax

Menu :
1. Nasi tomato
2. Ayam masak merah
3. Dalca
4. ⁠Popodom
5. ⁠Sirap
(Yg ni satu bil)

Laksa - 50 orang


Daging masak hitam - 5 kg
Rendang ayam - 50 org (potong kecik kecik kecik)
(Satu bil)",2025-04-24T10:00:00+08:00,"Level 10, Annex Building, Menara Takaful Malaysia."
"Daya bersih - azilah +60 16-237 9668 (seting santo dan 3 budak Arip)( majlis 7 budak Arip dan santo,Raju,zaidul) ","DAYA BERSIH

- DOME 4 SET (VVIP)
- Total meja - 15 set (4 vip, 11 biasa)
Kerusi bankuet bersarung + ribbon - 40
Kerusi plastic bersarung + ribbon - 88

Warna coklat

Lapik meja warna coklat

SET NASI - 550 PAX
- NASI HUJAN PANAS
- ⁠AYAM MASAK MERAH
- ⁠DAGING MASAK HITAM
- ⁠JELATAH
- ⁠MINUMAN KORDIAL (SIRAP OREN)
- ⁠TEH TARIK PANAS
- ⁠AIR SEJUK KOSONG

- ROTI JALA - 300 PAX
- ⁠KARI AYAM

- SET MEE KARI - 400 PAX
- ⁠CONDIMENTS
 
300 PAX
- KETUPAT PALAS + LEMANG
- ⁠RENDANG AYAM CILI API (potong kecik2)

- ⁠KUAH KACANG
- SET SATAY AYAM - 1500 cucuk - RM 2/cucuk
- ⁠SET SATAY DAGING - 1500 cucuk - RM 2/cucuk
- ⁠KUAH KACANG INCLUDED DALAM HARGA SATE

- ⁠NASI IMPIT

- SET KAMBING BAKAR - 3 EKOR
- ⁠MASHED POTATO
- ⁠BLACK PEPPER SAUCE

- 2 JENIS KUIH - 300 PAX 

- ⁠BROWNIES (BITE SIZE) - 300 PAX
- ⁠CREAM PUFF (CREAM) - 300 PAx
- ⁠FRUIT TART MINI (FRESH FRUIT) - 300 PAX

- ⁠CENDOL (SHAVED ICED STYLE) - 300 pax

- BUAH NENAS, MANGGA MUDA, JAMBU BATU (POTONG ROJAK STYLE) - 300 PAX

PRAMUSAJI

MEja buffet
MEJA DOME + DOME SET - RM 250/SET (RM 1000) - 4
Meja bulat - 11 set

Kerusi bankuet - 40
Kerusi bersarung + reben - 88
Total meja - 15 set

",2025-04-25T09:00:00+08:00,"CAC, IIUM GOMBAK"
Kashma hosp slyg - +60 12-564 2129 ( satu budak Arip),"Assalamualaikum.
Saya Kashma.
Nak order catering utk jamuan raya :

Tarikh : 25 April 2025
Hari : Jumaat
Masa : 11.00Am
Tempat : Klinik Pakar Dermatologi,Aras 4,Hospital selayang.

Bawak meja buffet - 3


40 org

1) set Nasi  (40 PAX)
Nasi putih
Gulai nenas ikan masin
ayam berempah
sambal belacan/ulam
air Teh O ais
RM 12/pax

2)Laksa penang -30PAX
RM 8/px",2025-04-25T11:00:00+08:00,"Klinik Pakar Dermatologi,Aras 4,Hospital selayang."
Vivian loh ( santo + budak Arip),"8 meja set A
RM 50.00 set A ( satu set meja)
Satu set meja bulat 8 org duduk 
01.meja bulat
02. Alas meja bulat(damas putih)
03. Top ikut warna
04. Kerusi plastik
Rm 50.00 x 8 = RM400.00

150 org 11.00 pagi
1. Nasi Putih 
2. ⁠Nasi Tomato 
3. ⁠Ayam goreng Berempah 
4. ⁠Sambal udang 
5. ⁠Mixed vege Chinese style 
6. ⁠ulam Sambal belacan (medium) 
7. ⁠air siap limau 
8. ⁠teh tarik 
9. ⁠buah buahan
RM 20.00 X 150 = rm 2000.00

10. Ketupat dan Kuah kacang
Rm 5.00 x 100 = rm 500.00

11. Lemang dan Rendang
Rm 12.00 x 100 = rm1200.00

12. Bihun goreng 50 org
Rm 6.00 x 50 = rm 300.00

Waiters 2 = rm 200.00

JUMLAH RM 4600.00
Bayaran PENUH selewat - lewatnya 3 hari SEBELUM majlis 
Zulja Quality enterprise CIMB BANK 8000828762 ",2025-04-26T11:00:00+08:00,"Address : C-04-07 Verde Ara Damansara, Jalan PJU 1A/20, 47301 petaling Jaya "
Cik ana bos kak nishah ( budak Arip 2 org) +60 19-357 5511,"250 orang 11.00 pagi
BAWA MEJA BUFFET
PINK PUTIH
MENU 
01. Nasi putih 
02. Ayam goreng berempah
03. Daging masak lemak cili api 
04. Sayur campur 
05. Ulam 
06. ⁠Sambal belacan
07. Buah 
08. Minuman kordial oren
09. ⁠Teh Tarik
RM 19/pax
RM 19 x 250 = RM 4,750.00

Pelayan - 2 orang - RM 200

Transportation - aisyah belanja❤️

Total: RM 4750 + RM 200 = RM4,950.00 MYR 

KETUPAT
PALAS BIASA - 6
PALAS JAGUNG - 6
RM 37 x 12 = RM 444.00",2025-04-26T11:00:00+08:00,"ALAMAT: 24, Jalan Niah 5 Taman Beringin Jinjang Utara  52000 Kuala Lumpur"
Syam bodykit (josim dan Raju),"Nama: Syam bodykit
Tarikh: 27/5/2025
Waktu makan: 12pm - 4pm

2 set kanopi - FULL SET
Tema: hitam & gold
RM 650x2 = RM1,300.00 

Pakai pinggan/cawan pakai buang
Bawa meja buffet

150 orang
NASI TOMATO
AYAM MASAK MERAH
DALCA DAGING
ACAR JELATAH
BUAH
AIR SIRAP

LAKSA - 50 ORANG

PRAMUSAJI - 2 orang",2025-04-27T09:30:00+08:00,No Location
Open house bidara 1/6,"200 org

Nasi putih
Masak lemak daging kentang
Ayam masak kicap
Ayam grg berempah
Ulam
Sambal belacan
Buah
Air sirap",2025-04-27T11:00:00+08:00,No Location
Datuk bandar,"*Mesyuarat Jawatankuasa Pusat Setempat Khas (JK OSC Khas) Bil. 2/2025*
- *28/4/2025(Isnin)*
- *Jam 9.30 pagi - 12.30 tengah hari*
- *Chair : YB Menteri*
*Bilik Putra, Tingkat 29, Menara DBKL 1*

*Makan Pagi (RM15.00) + Makan Tengahari (RM25.00)*
-60 pax
- *Ready makanan Jam 9.00 pagi*

*Makanan Hidangan Buffet*
- Satay (Mix) + Kuah Kacang + Nasi Impit
- Rendang Ayam  + Lemang
- Kuih Muih
- Titbids (mix nuts)

*Minuman Panas & Sejuk(Kordial)*
-teh tarik & kopi O
(Penyediaan proper buffet)

*(10 hidangan dengan dome : makanan hidangan buatkan set RM30.00 (adjust lauk tu jadikan harga rm30) dan RM5.00 caj untuk dome (total RM35.00) - hidang di bilik jamuan tingkat 29)*

Jumlah keseluruhan makan adalah untuk *60 orang (10 hidang dome + 50 Buffet)*

-Air kordial sejuk & Air Masak - *(untuk 10 orang dalam bilik jamuan tkt 29)*",2025-04-28T09:00:00+08:00,No Location
Liyana hosp sg buluh +60 12-220 2728,"Meja buffet ada tak

10 pagi

Pekerja 3 org

500 org makan jam berapa???????
Set soto

Ada bayar pekerja tak
Tak tau nak pakai berapa pekerja",2025-04-28T09:30:00+08:00,Dataran hospital sg buloh
Zuber tmn rawter ( Jahidul Islam A 15011833 Hossin EK 0309255) ),"80 org 11.00 pagi
01. Nasi tomato
02. Ayam masak merah
03. Acar timun
04. Buah buahan 
05. Teh tarik 
06. Kopi O 
07. Air sirap
RM 15.00 x 80 = 1200.00

50 org 11.00 pg
08. Lemang
09. Rendang ayam
RM 12.00 x 50 = 600.00

50 org 11.00 pg
10. Soto ayam
11. Begedil
12. Condiments
RM 10.00 = RM 500.00

100 org 11.00 pagi
13. Popia sira
14. Karipap
RM 2.00 = RM 200.00

JUMLAH RM 2500.00
Bayaran PENUH selewat - lewatnya 3 hari SEBELUM majlis 
Zulja Quality enterprise CIMB BANK 8000828762 

",2025-04-28T11:30:00+08:00,Wisma CIMB Jln Pantai Baru
Wana motors,"100 orang

Pramusaji - 1

Tarikh: 29/4/2025 (selasa)
Time makan: 10 pagi
Wana motors cheras

100 pax

Menu

SET RAYA 1
Nasi hujan panas
Ayam rendang
Daging kari + kentang
Acar jelatah
Papedom
Buah tembikai
Minuman kordial
Teh tarik

Set laksa",2025-04-29T09:00:00+08:00,No Location
Dato bandar,"*Tempahan Makanan Mesyuarat*
*Mesyuarat Jawatankuasa Pusat Setempat 1 (JKPS1) Bil. 16/2025*
- *29/4/2025(Selasa)*
- *Jam 6.00 petang - 8.00 malam*
- *Chair :DATUK BANDAR*
-*Bilik Putra, Tingkat 29, Menara DBKL 1*

*Makan Malam*
-70 pax
*Rate RM25.00*
-*Ready makanan Jam 5.00 petang*

*Menu*
- Nasi Daging + Air asam
- ⁠dalca
- ⁠Tidbits
- ⁠Buah

*(70 pack food susunkan dan hidang terus atas meja meeting sama macam makan pagi selalu buat tu)*
*(sekiranya ada lebih yang tidak muat, boleh letakkan di meja ruang legar tingkat 29)*

*Minuman Panas*
teh tarik & kopi O
(hidang minuman dlm bilik meeting dan sekiranya tidak muat, boleh letakkan di meja ruang legar tkt 29)
-letakkan juga krimer paket hidang di meja ruang legar tkt 29
-Air masak untuk 70 orang – hidang proper menggunakan jug kaca atau lain2 yang bersesuaian bersama gelas dan hidang dalam bilik meeting

(Untuk thermos yg letak di ruang legar sediakan paper cup)

*Bawa 2 buah jug untuk isi air masak bersama-sama 1 GELAS UNTUK DATUK BANDAR dan letakkan dalam bilik mesyuarat putra*

***JANGAN bungkus makanan menggunakan bekas atau pembungkus plastic (rujuk seperti arahan Datuk Bandar terkini)*",2025-04-29T10:00:00+08:00,No Location
Order aisyah,Ketupat palas 6kg,2025-04-30T14:00:00+08:00,No Location
Kak ita putrajaya,"Kak ita
3 May 2025
10 am

Lokasi: 
Shoplot Conezion,ioi resort city,putrajaya


1. Nasi putih 
2. Ayam goreng berempah 
3. Kari daging 
4. Ulam sambal belacan - nak ulam raja kalau boleh
5. Buah
6. Minuman panas :teh tarik kurang manis



Waiter satu 
Transport: 

",2025-05-03T10:00:00+08:00,No Location
Qaireen - aisyah,No Details,2025-05-03T23:30:00+08:00,No Location
Dato bandar,"*_Tempahan 06/05/2025*_
2.30 petang
Bilik Mesyuarat Utama (OSC)
Packfood RM15.00 x 60pax",2025-05-06T12:30:00+08:00,No Location
